id,name,location
750,"Deal (town, Kent)","Deal, Kent"
751,Fuller's Alehouse (Deal),"Deal, Kent"
752,Poole's Tavern (Deal),"Deal, Kent"
753,The Hague (general),"The Hague, Holland"
754,Scheveling (Scheveningen),"Scheveningen, Holland"
755,Delft (general),"Delft, Holland"
756,Lausdune (Loosduinen),"Loosduinen, Holland"
757,Canterbury (inn / minster),"Canterbury, Kent"
758,Sittingbourne (inn),"Sittingbourne, Kent"
759,Gravesend (inn),"Gravesend, Kent"
760,Clothworkers' Hall,"Mincing Lane, City of London"
763,Stepney / Trinity House,"Stepney, Middlesex"
764,Swan Tavern at Dowgate,"Dowgate, City of London"
765,Secretary Nicholas's Office,"Whitehall, Westminster"
766,Three Tuns (Charing Cross),"Charing Cross, Westminster"
767,Sir Geoffrey Palmer's Chambers,Westminster (exact location unspecified)
769,Sir R. Fanshawe's Lodgings (St Giles area),"St Giles, London"
770,Sir Edward Walker's Lodgings (St Giles area),"St Giles, London"
773,Puddlewharf / Paul's Wharf,"Thames waterside near Wardrobe, City of London"
774,Dorset House,"Fleet Street area, London"
775,Duke of Gloucester's Church (Broad Street area),"Broad Street area, City of London"
778,Mrs Pickering's (Lady Pickering's) House,Westminster (exact location unspecified)
779,Baynard's Castle,"Thames riverside, City of London"
783,Harvey's (eating house near father's),"Salisbury Court area, London"
784,Mrs Brown's House (Westminster),Westminster (exact location unspecified)
785,Home (Seething Lane / Navy Office area),"Seething Lane, City of London"
787,Bell Tavern (King Street Westminster),"King Street, Westminster"
788,Golden Eagle Inn (Fetter Lane area),"between Fetter Lane and Shoe Lane, City of London"
790,St James's Fair (St James's Park area),"St James's, Westminster"
792,Kensington (Lord Holland's house),"Kensington, Middlesex"
794,Mrs Blackburne's House,Westminster area (exact location unspecified)
796,Feathers Tavern (Fish Street),"Fish Street Hill, City of London"
797,Newgate (sessions / prison),"Newgate, City of London"
800,Mr Wivell's (eating house Hoop Tavern area),City of London (exact location unspecified)
801,Hoop Tavern (near Navy Office),"Thames Street area, City of London"
802,"Axe Yard (former home, used for visits)","Axe Yard, Westminster"
805,Reindeer Tavern (Westminster),Westminster (exact location unspecified)
811,Sir W. Batten's House (Walthamstow / Walthamstow),"Walthamstow, Essex"
813,"Heaven (tavern, Westminster Hall)","Westminster Hall, Westminster"
814,Southwark Fair / Bridge Foot,"Southwark, Surrey"
816,Mr Blackburne's House / Mr Fox's office (Whitehall),"Whitehall, Westminster"
818,"Trumpet (tavern, Westminster Hall)","Westminster Hall area, Westminster"
819,King's Head Tavern (Charing Cross),"Charing Cross, Westminster"
820,Axe Tavern (Westminster area),Westminster (exact location unspecified)
825,Exchequer Office (Westminster),Westminster
826,Brazennose Tavern (Strand area),"The Strand, London"
829,Lord's Lodgings (Whitehall),"Whitehall, Westminster"
832,Star Tavern (Paul's Churchyard area),"St Paul's Churchyard, City of London"
835,Father Bowyer's House (Westminster),Westminster (exact location unspecified)
836,Deptford Yard / Mr Davis's House (Deptford),"Deptford, Kent"
841,Blackwall Dock,"Blackwall, Middlesex"
842,New Theatre (Vere Street / Theatre Royal),"Vere Street or Bridges Street, London"
843,Mr Wm. Montagu's Chambers,"Temple area, London"
845,Ham Creek (Medway / Chatham area),"River Medway, Kent"
847,HMS Charles (Medway),"River Medway, Chatham, Kent"
848,HMS Newcastle (Medway),"River Medway, Chatham, Kent"
849,Dartford (inn),"Dartford, Kent"
850,Thomas Pepys (Turner)'s Shop (Tower Street area),"Tower Street area, City of London"
852,Mr Turner's House (Navy Office area),"Seething Lane area, City of London"
857,Duke of York's Closet (Whitehall),"Whitehall, Westminster"
858,Duke of York's Lodgings (Whitehall),"Whitehall, Westminster"
860,Matted Gallery (Whitehall),"Whitehall, Westminster"
861,Sir William Pen's House (Seething Lane),"Seething Lane, City of London"
863,Madame Charett's French House (Covent Garden),"Covent Garden, London"
864,Mr. Coventry's Chamber (St. James's),"St. James's Palace, Westminster"
865,Leadenhall Street / Lyme Street (execution site),"Leadenhall Street, City of London"
866,St. Mary Axe,City of London
867,Auditor Beale's House (Salisbury Court),"Salisbury Court, Fleet Street area, London"
868,Mr. Honiwood's House,London (exact location unspecified)
869,Mr. Commander's House (Warwick Lane),"Warwick Lane, City of London"
870,"The Crowne (ship, Wapping)","Wapping, Thames riverside"
871,Sir T. Viner's House,"Lombard Street, City of London"
873,Greenwich (Mr. Pett's workshop area),"Greenwich, Kent"
874,Alehouse (Redriffe Stairs),"Redriffe (Rotherhithe), Surrey"
875,Ashwell's Uncle's House (Ludgate),"Ludgate, City of London"
876,Covent Garden (general area),"Covent Garden, London"
879,Great Coffee-house (Covent Garden),"Covent Garden, London"
880,Nag's Head Tavern,City of London (near St Paul's)
882,Milliner's Shop (near home),City of London (exact location unspecified)
883,Lord Sandwich's New House (Lincoln's Inn Fields),"Lincoln's Inn Fields, London"
884,Friend's House (Fleet Street),"Fleet Street, London"
885,Reeves's (perspective glass maker),City of London (exact location unspecified)
886,Mr. Jaggard's House (Thames Street),"Thames Street, City of London"
887,Cousin Scott's House,City of London (exact location unspecified)
888,Father St. Michel's House (Long Acre),"Long Acre, Covent Garden area"
889,"Picture-seller's (Half Moon, near Exchange)","Cornhill / Exchange area, City of London"
890,Sir Philip Warwick's House (Charing Cross area),"Charing Cross, Westminster"
891,Queen's Chapel (Whitehall),"Whitehall, Westminster"
892,Somerset House Chapel,"The Strand, London"
893,Somerset House Garden,"The Strand, London"
894,Creed's Chamber (Westminster),Westminster
895,The Cock Inn (near Barnet),"Between Highgate and Barnet, Middlesex"
896,Tower Chapel,"Tower of London, Tower Hill"
897,Fleet Street (shops area),"Fleet Street, London"
900,Wotton's (shoemaker),City of London (exact location unspecified)
901,Alehouse near Father's House,"Salisbury Court area, Fleet Street, London"
902,St. James's Church (Piccadilly area),"St. James's, Westminster"
905,St. James's Fields,"St. James's, Westminster"
907,Milliner's Shop (Birchin Lane),"Birchin Lane, City of London"
908,Painted Chamber (Westminster),Westminster
909,Swan with Two Necks (Tuttle Street),"Tuttle Street, Westminster"
910,Mrs. Lane's Lodging (Westminster),Westminster
911,Unthanke's (tailor),City of London (exact location unspecified)
913,Physic Garden (St. James's Park),"St. James's, Westminster"
914,Whitechapel / Bethnal Green area,Middlesex
915,Hackney,Middlesex
916,Newington Green,Middlesex
917,Roger Pepys's Chamber (Temple),"Temple, London"
918,Mr. Pagett's House,London (exact location unspecified)
919,"Mr. Pierce's House (surgeon, new house)",Westminster (exact location unspecified)
920,Mr. Hollyard's House (surgeon),City of London (exact location unspecified)
921,St. Catherine's (canvas warehouses),"St. Catherine's, near Tower"
922,"Quest House (Old Bailey, by church)","Old Bailey, City of London"
923,Lady Poultney's House,"St. James's area, Westminster"
924,Mulberry Garden,"St. James's area, Westminster"
925,Somerset Stairs,"The Strand, London"
926,Alehouse near King's Theatre,"Bridges Street / Drury Lane area, London"
927,Bear's Quay,"Thames Street, City of London"
928,Kensington (Dean Hodges's house),"Kensington, Middlesex"
929,Sir H. Finch's Garden (Kensington),"Kensington, Middlesex"
930,Cherry Garden (Greenwich/Rotherhithe),Rotherhithe / Greenwich area
931,Greenwich Hill (top),"Greenwich, Kent"
932,Inn at Kensington (lodging for night),"Kensington, Middlesex"
934,City Granaries,City of London
935,Queen's Bedchamber / Closet (Whitehall),"Whitehall, Westminster"
937,Bow / Old Ford,"Bow, Middlesex"
938,Dean Honiwood's House (Westminster),Westminster
939,The Hope (fleet anchorage),"Thames Estuary, Kent"
942,Half Moon (near Exchange),"Cornhill / Exchange area, City of London"
943,Barnet (inn / wells),"Barnet, Middlesex"
946,Mr. Barwell's (King's Squire Sadler),"Fleet Street area, London"
947,Sheldon's Garden (Deptford),"Deptford, Kent"
949,Fleet Alley,"Fleet Street area, London"
951,St. Giles's Church,"St. Giles-in-the-Fields, London"
953,Attorney General's Chamber (Temple),"Temple, London"
955,Welwyn / Welling (inn),"Welwyn, Hertfordshire"
956,Mr. Cocker's (writing-master),City of London
957,Post Office,City of London
958,New Bridewell,City of London
960,Harman's (upholsterer),City of London (exact location unspecified)
962,Limehouse (Mr. Margetts's rope yard),"Limehouse, Middlesex"
963,Fishmongers' Hall,"Thames Street, City of London"
964,Neat Houses (Vauxhall area),Westminster / Vauxhall
965,Westminster Abbey Cloisters,Westminster
966,"Huysman's (picture-drawer, Westminster)",Westminster
967,Mathematical Instrument Maker (Moorfields),"Moorfields, City of London"
968,Sir G. Carteret's New House (Broad Street),"Broad Street, City of London"
972,Red Lion Inn (Aldersgate Street),"Aldersgate Street, City of London"
973,Swan Inn (Welwyn/Welling),"Welwyn, Hertfordshire"
974,Nellson's (bewper dealer),City of London
975,White Bear (Cornhill),"Cornhill, City of London"
976,King's Head Tavern (Fish Street Hill),"Fish Street Hill, City of London"
977,Barking Church (All Hallows),"Tower Hill, City of London"
980,Ordnance Office,"Tower Hill, City of London"
981,Long Gallery (Whitehall),"Whitehall, Westminster"
983,White Horse Tavern (Lombard Street),"Lombard Street, City of London"
984,Great James Tavern,"Bishopsgate Street, City of London"
986,Tower Hill (viewing comet),"Tower Hill, City of London"
987,Mr. Downing's Office/House,Westminster
989,Dr. Whore's House,Westminster (exact location unspecified)
990,Mr. Vines's House,Westminster (exact location unspecified)
992,Mother Lam's (alehouse),Westminster (exact location unspecified)
993,Green Dragon Tavern (Lambeth Hill),"Lambeth Hill, City of London"
994,Golden Lion (Charing Cross),"Charing Cross, Westminster"
995,Twickenham (Mr. Fuller's school),"Twickenham, Middlesex"
996,French Ordinary,"Whitehall area, Westminster"
997,Mr. Vernon's House,City of London
1001,Mrs. Martin's Lodgings (Bow Street),"Bow Street, Covent Garden"
1003,Lord Oxford's Lodgings,"Whitehall area, Westminster"
1004,Lord Bellasses's Lodgings (Lincoln's Inn Fields),"Lincoln's Inn Fields, London"
1005,Lord Ashly's House,Westminster (exact location unspecified)
1006,Exeter House (Tangier Committee),"Strand, Westminster"
1007,Three Cranes Stairs,"Thames Street, City of London"
1008,Falcon (Bankside),"Bankside, Southwark"
1009,Crown Tavern (near Navy Office),City of London (near Navy Office)
1011,Royal Oak Tavern (Lombard Street),"Lombard Street, City of London"
1013,St. Lawrence Church,City of London
1015,Lord Chancellor's New House (near St James's),"St James's, Westminster"
1016,Ratcliffe Highway (plate-maker),"Ratcliffe, Middlesex"
1021,Creed's Lodgings (the Mews),"Whitehall area, Westminster"
1023,Lord Falmouth's Lodgings,"Whitehall area, Westminster"
1024,Captain Cocke's House (Broad Street),"Broad Street, City of London"
1026,Sheriff Waterman's House,City of London (exact location unspecified)
1027,Fenchurch Street Church,"Fenchurch Street, City of London"
1028,Rolls Chapel,"Chancery Lane, London"
1031,Cockpit (Duke of Albemarle's garden),"Whitehall, Westminster"
1032,Knightsbridge,"Knightsbridge, Middlesex"
1033,Colonel Blunt's House (Greenwich area),"Greenwich area, Kent"
1034,"Mr. Evelyn's (Sayes Court, Deptford)","Deptford, Kent"
1035,Steelyard (Rhenish Wine-house),"Thames Street, City of London"
1036,Globe Tavern (Deptford),"Deptford, Kent"
1037,Mr. Lovett's (varnisher),City of London
1038,Wanstead House,"Wanstead, Essex"
1039,Walthamstow (Sir W. Batten's country house),"Walthamstow, Essex"
1040,"Langford's (tailor, brother Tom died there)",City of London
1043,Goldsmiths' Hall,"Foster Lane, City of London"
1044,Mr. Cade's (Cornhill),"Cornhill, City of London"
1045,Tothill Fields,Westminster
1047,Lord Mayor's House (Sir John Lawrence),City of London
1048,Ilford,"Ilford, Essex"
1049,Sheldon's House (Woolwich),"Woolwich, Kent"
1050,Cross Keys Inn (Cripplegate),"Cripplegate, City of London"
1051,Dagenhams (Lady Wright's),"Dagenhams, Essex"
1052,Hampton Court,"Hampton Court, Surrey"
1053,Mr. Povy's Country House (Brentford),"Brentford, Middlesex"
1054,Kingston,"Kingston upon Thames, Surrey"
1055,Richmond,"Richmond, Surrey"
1057,Mr. Gauden's House (Clapham),"Clapham, Surrey"
1058,Custom House Tavern,City of London
1059,Halfway House (Deptford-Greenwich),between Deptford and Greenwich
1060,Archbishop of Canterbury's (Lambeth),"Lambeth, Surrey"
1061,Chatham Dockyard,"Chatham, Kent"
1062,Gravesend,"Gravesend, Kent"
1063,Cranborne Lodge (Windsor Forest),"Windsor Forest, Berkshire"
1064,Hounslow,"Hounslow, Middlesex"
1065,Staines,"Staines, Middlesex"
1066,King's House (Greenwich lodgings),"Greenwich, Kent"
1067,Sir G. Smith's House,Greenwich area
1069,Swakeley (Sir R. Viner's),"Ickenham, Middlesex"
1070,The Fleet at the Nore,"off Sheerness, Thames Estuary"
1071,Nonsuch Palace (Exchequer),"near Epsom, Surrey"
1073,Sir W. Hickes's House,"near Walthamstow, Essex"
1074,Rochester (Crown Inn),"Rochester, Kent"
1075,Mr. Glanvill's House (Greenwich),"Greenwich, Kent"
1076,Mr. Boreman's House (Greenwich),"Greenwich, Kent"
1077,Captain Cocke's House (Greenwich),"Greenwich, Kent"
1078,Gravesend (White's inn),"Gravesend, Kent"
1081,Syon House (Isleworth),"Isleworth, Middlesex"
1082,Mrs. Clerke's Lodgings (Greenwich),"Greenwich, Kent"
1083,Tower (Duke of Albemarle dining),"Tower of London, City of London"
1084,Sir Robert Long's House (near Nonsuch),"near Epsom, Surrey"
1085,King's Head Tavern (Deptford),"Deptford, Kent"
1086,King's Head Tavern (Greenwich),"Greenwich, Kent"
1087,Wandsworth,"Wandsworth, Surrey"
1088,Pope's Head Tavern,"Lombard Street, City of London"
1089,Mrs. Pierce's House (Greenwich),"Greenwich, Kent"
1090,Sir G. Downing's (Charing Cross),"Charing Cross, Westminster"
1091,Mr. Cuttle's House (Greenwich),"Greenwich, Kent"
1092,Bear Tavern (near Exchange),City of London
1093,Lord Bruncker's House (Covent Garden),"Covent Garden, Westminster"
1094,"Crown Tavern (behind Exchange, Gresham meeting)",City of London
1095,Dr. Wilkins's House,City of London (exact location unspecified)
1098,Mr. Hales's Painting Studio,City of London (exact location unspecified)
1100,Windsor Castle and Chapel,"Windsor, Berkshire"
1101,Eton College,"Eton, Berkshire"
1103,Sir Philip Warwick's New House,Westminster area
1105,King's Playhouse (backstage),"Drury Lane, Westminster"
1107,Kensington,"Kensington, Middlesex"
1109,Stangold (Stangate),"Lambeth, Surrey"
1110,Islington,"Islington, Middlesex"
1111,Bow,"Bow, Middlesex"
1112,"Betty Michell's House (Old Swan, Thames St)","Thames Street, City of London"
1114,Hackney/Kingsland,"Hackney, Middlesex"
1118,Greenwich House (King's new building),Greenwich
1119,Mrs Daniel's Lodgings (Greenwich),Greenwich
1120,Bear Tavern (Greenwich),Greenwich
1121,Stocks Market,City of London
1122,Christ Church (Newgate Street),"Newgate Street, City of London"
1123,Milk House (Strand),"The Strand, London"
1124,Katherine Wheel Tavern (Islington),"Islington, Middlesex"
1125,Tavern at Hackney (by church),"Hackney, Middlesex"
1126,Mr Drake's Garden (Hackney),"Hackney, Middlesex"
1127,Lord Brooke's Garden (Hackney),"Hackney, Middlesex"
1128,Excise Office,City of London
1129,Sir Christopher Mings's Funeral Church,City of London
1130,Mr Debasty's House,City of London
1131,Mr Penny's Tailor's Shop,Westminster
1132,Mercer's Mother's House (Crouched Friars),"Crouched Friars, City of London"
1133,W. Hewer's Lodgings (Crouched Friars area),"Crouched Friars, City of London"
1134,Mr Faythorne's Print Shop,City of London
1135,Alderman Ashburnham's House (Old Palace Yard),"Old Palace Yard, Westminster"
1137,Longreach (Thames anchorage),"Longreach, Thames Estuary"
1138,Captain Harman's House,City of London
1139,Colvill's (Lombard Street banker),"Lombard Street, City of London"
1140,Mrs Michell's House (wife's sister's),City of London
1141,Sir G. Downing's House (Treasury),"Whitehall, Westminster"
1142,Goring House (Lord Arlington's),"St James's, Westminster"
1145,Uxbridge Road (country airing),Middlesex
1146,Lisson Green (eating house),"Marylebone, Middlesex"
1148,Highgate,"Highgate, Middlesex"
1149,Lord Lauderdale's House (Highgate),"Highgate, Middlesex"
1150,Bear Garden (Bankside),"Bankside, Southwark"
1152,Philpott Lane Cook-shop (wedding dinner),"Philpott Lane, City of London"
1153,Barn Elms,"Barnes, Surrey"
1156,Lady Montagu's House (Westminster),Westminster
1157,Cock Alehouse (near Mrs Knipp's),City of London
1158,Lady Pooly's House (Bow),"Bow, Middlesex"
1160,Merchant Tailors' Hall (church nearby),"Threadneedle Street, City of London"
1161,Stokes the Goldsmith's (Lombard St),"Lombard Street, City of London"
1163,Mrs Batelier's House,City of London
1166,Old Fish Street Cook-shop (wedding dinner house),"Old Fish Street, City of London"
1167,Paul's Wharf,"Thames riverside, City of London"
1168,Bankside Alehouse (opposite Three Cranes),"Bankside, Southwark"
1170,Iron Gate Stairs (Tower area),"Tower Hill, City of London"
1172,Bennet's Mercer's Shop (Covent Garden),"Covent Garden, Westminster"
1174,Green Chamber (Whitehall),"Whitehall, Westminster"
1176,Rose Tavern (Westminster Hall area),Westminster
1177,Betty Michell's House (Shadwell),"Shadwell, Middlesex"
1178,New Playhouse (Whitehall / Court Theatre),"Whitehall, Westminster"
1180,Three Tuns Tavern (near Navy Office),"Seething Lane area, City of London"
1182,Lady Peterborough's House,Westminster
1183,Knipp's Lodgings,City of London
1184,Mrs Pierce's House (London),Westminster
1185,Bishopsgate Street (shops),"Bishopsgate, City of London"
1188,"Berkshire House (Lord Chancellor's, post-fire)","St James's, Westminster"
1195,Sir Stephen Fox's House,Westminster
1197,Golden Lion Tavern (Strand),"The Strand, London"
1201,Castle Tavern (prize business dinner),"The Strand, Westminster"
1202,"Swedes Resident's House (Piazza, Covent Garden)","Covent Garden, Westminster"
1203,Doctors Commons (Exeter House),"The Strand, Westminster"
1204,Lord Almoner's (St James's / Capuchin Chapel),"St James's, Westminster"
1205,Pell Mell (walking),"Pall Mall, Westminster"
1206,Ordinary near Temple (eating house),"Temple area, Westminster"
1208,Swan Tavern (Leadenhall Street),"Leadenhall Street, City of London"
1211,Cabinet-maker's Shop (Southwark),Southwark
1216,Queen's Head (Bow),"Bow, Middlesex"
1217,Sun Tavern (Leadenhall Street),"Leadenhall Street, City of London"
1218,Devonshire House (burial),"Bishopsgate, City of London"
1219,"Lindeboome (prize ship, Thames)",River Thames
1220,Strand Bridge / Watergate stairs,"The Strand, Westminster"
1221,Polichinelli show (Charing Cross),"Charing Cross, Westminster"
1225,Mr Johnson's House (Blackwall),"Blackwall, Middlesex"
1227,Jamaica House (Rotherhithe),"Rotherhithe, Surrey"
1229,Putney Church,"Putney, Surrey"
1230,Half-way Tree (Deptford road),Deptford/Rotherhithe area
1231,Lord Chancellor's House (Piccadilly),"Piccadilly, Westminster"
1233,Cake House (Southampton Market),"Southampton Street, Westminster"
1234,"Red Lion Inn (Cambridge coach, Bishopsgate)","Bishopsgate, City of London"
1236,"French Ordinary (Monsieur Robins, Covent Garden)","Covent Garden, Westminster"
1237,Bear Garden stairs (prize fight),"Bankside, Southwark"
1239,Treasury Chamber (new Lords Commissioners),"Whitehall, Westminster"
1240,Stepney Churchyard,"Stepney, Middlesex"
1241,Gravesend (during Dutch attack),"Gravesend, Kent"
1243,Woolwich Battery (newly raised),"Woolwich, Kent"
1244,Sir W. Turner's House (Roger Pepys met),Westminster
1245,Kate Joyce's House (silver flagons sent),London
1246,Chatham (post-Dutch attack inspection),"Chatham, Kent"
1247,Upnor Castle (chain inspection),"Upnor, Kent"
1248,White Hart Inn (Rochester),"Rochester, Kent"
1249,Cherry Garden (Rochester),"Rochester, Kent"
1250,Gravesend Battery (new),"Gravesend, Kent"
1251,Sessions House (Old Bailey),"Old Bailey, City of London"
1252,Lord Mayor's dinner (Sessions),"Old Bailey, City of London"
1256,Bow and Stratford (airing),"Stratford, Essex"
1257,Epsom (King's Head Inn),"Epsom, Surrey"
1258,Epsom Wells,"Epsom, Surrey"
1259,Epsom Downs (shepherd on the downs),"Epsom, Surrey"
1260,Cozen Pepys's House (Epsom),"Epsom, Surrey"
1262,Marrowbone (pleasure gardens),"Marylebone, Middlesex"
1263,Gravesend (Dutch fight in Hope),"Gravesend, Kent"
1265,Bottle of Hay (St John Street),"St John Street, Clerkenwell"
1268,Red Lion Inn (Barnet),"Barnet, Middlesex"
1269,Hatfield Inn (near Salisbury house),"Hatfield, Hertfordshire"
1270,Hatfield Park and Vineyard,"Hatfield, Hertfordshire"
1271,W. Hewer's Lodging (Barnet),"Barnet, Middlesex"
1272,Mrs Manuel's House (singing),London
1274,Walthamstow (Sir W. Pen's house),"Walthamstow, Essex"
1276,Mrs Turner's House (Mile End),"Mile End, Middlesex"
1279,Lincoln's Inn Walks (wife ill),"Lincoln's Inn Fields, Westminster"
1280,Polichinelli show (Bartholomew Fair),"West Smithfield, City of London"
1281,Private house near Bartholomew Fair,West Smithfield area
1282,King's Chapel (Whitehall),"Whitehall, Westminster"
1284,Walthamstow (Mr Shipman's),"Walthamstow, Essex"
1285,Gray's Inn Fields (Mrs Knight's lodging),"Gray's Inn, Holborn"
1286,Cock Ale House (Strand area),"Strand, Westminster"
1287,Boarded Gallery (Whitehall music),"Whitehall, Westminster"
1288,India shop (Temple Bar),"Temple Bar, City of London"
1289,St Giles coachman's house,"St Giles-in-the-Fields, Westminster"
1291,Green Man (Aldgate/Enfield road),"Enfield area, Middlesex"
1292,Enfield (stop on Brampton road),"Enfield, Middlesex"
1293,Reindeer Inn (Bishop's Stortford),"Bishop's Stortford, Hertfordshire"
1295,Rose Inn (Cambridge),"Cambridge, Cambridgeshire"
1296,"Cambridge (Trinity College, King's College)","Cambridge, Cambridgeshire"
1300,Parliament Committee Room (miscarriages of war),Westminster
1302,Royal Exchange (King lays foundation stone),City of London
1304,Mrs Williams's lodgings (Lord Bruncker's),London
1305,Lady Williams's house (dinner),London
1307,"Tavern (St Clement's Churchyard, Royal Society)","St Clement's, Westminster"
1308,Cary House (Royal Society dinner),"Strand, Westminster"
1309,Whitehall Theatre (Pelham's music),"Whitehall, Westminster"
1310,Sir W. Coventry's new house (St James's),"St James's, Westminster"
1311,Turlington's (spectacle-maker),London
1313,Goldsmith's shop (basin for christening),City of London
1314,"Rose Tavern (Covent Garden, after Queen's chapel)","Covent Garden, Westminster"
1319,"Sir G. Carteret's house (Lincoln's Inn Fields, new)","Lincoln's Inn Fields, Westminster"
1320,"Groom-Porter's (gaming room, Whitehall)","Whitehall, Westminster"
1321,Nursery Playhouse,"Barbican area, City of London"
1322,Drumbleby's (flageolet/pipe maker),Westminster
1323,Durham Yard (Commissioners for Accounts),"Durham Yard, Strand"
1324,"St Andrew's Holborn (Quest House, Anthony Joyce burial)",Holborn
1325,"Crown Tavern (Hercules Pillars Alley, Temple area)","Fleet Street area, City of London"
1326,"Anthony Joyce's Inn (Islington, attempted suicide)",Islington
1328,Mr Godolphin's (visit),Westminster/Whitehall area
1330,"Islington (old house, cheese-cakes)",Islington
1332,"Bell Inn (Strand, with Mr Moore)","Strand, Westminster"
1333,"Ship Tavern (Billiter Lane, pretty mistress)","Billiter Lane, City of London"
1334,"Bear Inn (Drury Lane, French ordinary)","Drury Lane, Westminster"
1335,"French Ordinary (Blue Bells, Lincoln's Inn Fields)","Lincoln's Inn Fields, Westminster"
1336,Charles Porter's chamber (Temple),"Temple, City of London"
1338,Bishop of Rochester's lodgings (Westminster Abbey),Westminster
1340,Blue Balls tavern (Strand/Covent Garden area),"Covent Garden, Westminster"
1341,"Chatelin's (French house, Covent Garden)","Covent Garden, Westminster"
1342,"Mr Chichly's house (Queen Street, Covent Garden)","Covent Garden, Westminster"
1349,Lady Jemimah's lodgings (Lincoln's Inn Fields),"Lincoln's Inn Fields, Westminster"
1350,"Kensington Grotto (gardens and tavern, with Knipp)",Kensington
1351,"Hayward's (virginall/espinette maker, Aldgate Street)","Aldgate Street, City of London"
1353,Mr Cooper's house (portrait painter),City of London
1354,"Cursitor's Alley (Chancery Lane, legal dinner)","Chancery Lane, City of London"
1355,"King's Head Tavern (by Chancery Lane, Royal Society)","Chancery Lane, City of London"
1356,"New Cockpit (by King's Gate, Holborn)","Holborn, Westminster"
1357,Lodge at Hyde Park (drinking milk),"Hyde Park, Westminster"
1359,Asparagus Garden (near Parliament),Westminster
1361,Teddiman's (Old Street brew-house),"Old Street, City of London"
1364,"Loriners' Hall (Moorgate, Teddiman's burial)","Moorgate, City of London"
1366,Kingsland (ride through with Mercer and friends),"Kingsland, Middlesex"
1367,Sir G. Whitmore's House (near Islington),Islington area
1369,"Old Ford (Bow area, walking with Mercer)","Old Ford, Middlesex"
1370,Gun Inn (Mile End),"Mile End, Middlesex"
1372,Whey House (by New Exchange),"Strand, Westminster"
1373,Lord Bellasses's new house (near Lord Treasurer's),London
1374,"Bull Inn (Bishopsgate Street, Cambridge coach departure)","Bishopsgate Street, City of London"
1375,"Bishop's Stortford (Mrs Aynsworth's, return journey)","Bishop's Stortford, Hertfordshire"
1376,"Cambridge (Rose Inn, return journey)","Cambridge, Cambridgeshire"
1378,"Chesterton (old walk, ferry)","Chesterton, Cambridgeshire"
1381,"Chequer Inn (Huntingdon, drinks on road)","Huntingdon, Huntingdonshire"
1384,Newport Pagnell (inn),"Newport Pagnell, Buckinghamshire"
1385,"Oxford (visited, Rose Inn)","Oxford, Oxfordshire"
1386,"Abingdon (inn, fair of custard)","Abingdon, Berkshire"
1387,Hungerford (dinner),"Hungerford, Berkshire"
1388,Old Sarum (fortification viewed),"near Salisbury, Wiltshire"
1389,Salisbury (George Inn),"Salisbury, Wiltshire"
1390,Stonehenge (visited),"Salisbury Plain, Wiltshire"
1391,"Wilton (passed by, Lord Pembroke's house)","Wilton, Wiltshire"
1392,"Inn on Salisbury Plain (lost, night)",Wiltshire
1393,Phillips-Norton (stop),"Phillips Norton, Somerset"
1394,Bath (Cross Bath),"Bath, Somerset"
1395,Bristol (Horseshoe Inn and Sun Inn),Bristol
1396,Deb Willet's uncle Butts's house (Bristol),Bristol
1397,Bath Abbey / Great Church,"Bath, Somerset"
1398,Avebury (standing stones),Wiltshire
1399,Marlborough (Hart Inn),"Marlborough, Wiltshire"
1400,Newbury (dinner),"Newbury, Berkshire"
1401,Reading (inn),"Reading, Berkshire"
1402,Maidenhead (passed through),"Maidenhead, Berkshire"
1403,"Colnbrook (dined, changed)","Colnbrook, Middlesex"
1404,Brooke House (Commissioners for Accounts),Hackney
1405,"Eagle Court (Strand, eye dissection)","Strand, Westminster"
1406,"Dr Turberville's (Westminster, eye doctor)",Westminster
1407,"Guildford (Red Lion, Portsmouth journey)","Guildford, Surrey"
1408,"Liphook (inn, Portsmouth journey)","Liphook, Hampshire"
1410,"Guildford (lodging over way, return)","Guildford, Surrey"
1411,"Uncle Wight's (Katherine Hill, Guildford)","Guildford area, Surrey"
1413,Hampstead (Attorney-General's house),"Hampstead, Middlesex"
1414,"Mr Chichly's (Hampstead area, dined)","Hampstead area, Middlesex"
1415,Lord Wotton's house and gardens (Hampstead),"Hampstead, Middlesex"
1416,"Putney (church, then Barne Elms walk)","Putney, Surrey"
1417,"Islington (W. Joyce's, dined with Mercers)",Islington
1418,"Sun Tavern (King Street, Westminster)","King Street, Westminster"
1419,"Lord Arlington's house (Goring House, Tangier Committee)","St James's, Westminster"
1420,Sir Stephen Fox's lodgings (dinner with Wren),"Whitehall, Westminster"
1422,Ship Inn (Gravesend),Gravesend
1423,Mr Hosier's Lodgings (Gravesend),Gravesend
1424,Bishopsgate Street coach stop,"Bishopsgate Street, City of London"
1425,St Paul's (ruins / steeple works),City of London
1427,Lord Brouncker's Lodgings (Whitehall),"Whitehall, Westminster"
1428,Southwark Fair tavern (Jacob Hall's booth),"Southwark, Surrey"
1432,Gray's Inn Walks,Holborn / Gray's Inn
1434,Charing Cross Ordinary (near Lord Mulgraves),"Charing Cross, Westminster"
1436,Queen's Drawing Room (Whitehall),"Whitehall, Westminster"
