n2_source,n2_target,my_source,my_target,year,month,day,mode,companion
home_seething_lane,navy_office,788,422,1662,7,1,walk,
navy_office,deptford,422,77,1662,7,1,boat,Captain Cuttance
deptford,redriffe,77,475,1662,7,1,walk,
home_seething_lane,tower,788,583,1662,7,2,walk,Commissioner Pett
tower,deptford,583,77,1662,7,2,boat,Mr. Coventry; Commissioner Pett
deptford,home_seething_lane,77,788,1662,7,2,boat,
home_seething_lane,navy_office,788,422,1662,7,3,walk,
navy_office,dolphin_tavern,422,149,1662,7,3,walk,
navy_office,home_seething_lane,422,788,1662,7,6,walk,
home_seething_lane,parish_church,788,544,1662,7,6,walk,
parish_church,great_wardrobe,544,576,1662,7,6,walk,
home_seething_lane,navy_office,788,422,1662,7,7,walk,Elizabeth Pepys
navy_office,home_seething_lane,422,788,1662,7,7,walk,
home_seething_lane,westminster_hall,788,610,1662,7,7,boat,Elizabeth Pepys
westminster_hall,home_seething_lane,610,788,1662,7,7,boat,Elizabeth Pepys
home_seething_lane,navy_office,788,422,1662,7,8,walk,
navy_office,home_seething_lane,422,788,1662,7,8,walk,
home_seething_lane,great_wardrobe,788,576,1662,7,8,walk,
great_wardrobe,home_seething_lane,576,788,1662,7,8,boat,Henry Moore
home_seething_lane,navy_office,788,422,1662,7,9,walk,
navy_office,home_seething_lane,422,788,1662,7,9,walk,
navy_office,tower,422,583,1662,7,11,walk,Commissioner Pett
tower,deptford,583,77,1662,7,11,boat,Mr. Coventry
deptford,woolwich,77,362,1662,7,11,boat,
woolwich,whitehall,362,642,1662,7,11,boat,
whitehall,mr_coventrys_lodgings,642,372,1662,7,11,walk,
mr_coventrys_lodgings,home_seething_lane,372,788,1662,7,11,boat,
home_seething_lane,deptford,788,77,1662,7,13,boat,
deptford,home_seething_lane,77,788,1662,7,13,boat,
home_seething_lane,navy_office,788,422,1662,7,14,walk,
navy_office,home_seething_lane,422,788,1662,7,14,walk,
navy_office,great_wardrobe,422,576,1662,7,16,walk,
great_wardrobe,home_seething_lane,576,788,1662,7,16,boat,
navy_office,great_wardrobe,422,576,1662,7,17,walk,
great_wardrobe,navy_office,576,422,1662,7,17,walk,
navy_office,home_seething_lane,422,788,1662,7,17,walk,
home_seething_lane,deptford,788,77,1662,7,18,boat,
deptford,navy_office,77,422,1662,7,18,boat,
home_seething_lane,navy_office,788,422,1662,7,20,walk,
navy_office,sir_w_pen_house,422,516,1662,7,20,walk,
sir_w_pen_house,captain_cockes_house,516,76,1662,7,21,boat,
captain_cockes_house,woolwich,76,362,1662,7,21,walk,
woolwich,greenwich,362,212,1662,7,21,boat,
greenwich,captain_cockes_house,212,76,1662,7,21,walk,
captain_cockes_house,great_wardrobe,76,576,1662,7,21,boat,
great_wardrobe,home_seething_lane,576,788,1662,7,21,walk,
home_seething_lane,navy_office,788,422,1662,7,24,walk,
navy_office,sir_w_pen_house,422,516,1662,7,24,walk,
sir_w_pen_house,navy_office,516,422,1662,7,25,walk,
navy_office,westminster_hall,422,610,1662,7,26,walk,
westminster_hall,great_wardrobe,610,576,1662,7,26,walk,
parish_church,westminster_hall,544,610,1662,7,27,boat,Elizabeth Pepys
westminster_hall,st_james_park,610,541,1662,7,27,walk,
home_seething_lane,sir_w_pen_house,788,516,1662,7,27,walk,
sir_w_pen_house,home_seething_lane,516,788,1662,7,27,walk,
home_seething_lane,george_holborn,788,191,1662,7,28,walk,Elizabeth Pepys
george_holborn,tower,191,583,1662,7,28,boat,
tower,navy_office,583,422,1662,7,28,walk,
navy_office,sir_w_pen_house,422,516,1662,7,28,walk,
sir_w_pen_house,navy_office,516,422,1662,7,29,walk,
navy_office,sir_w_batten_house,422,514,1662,7,29,walk,
sir_w_batten_house,deptford,514,77,1662,7,29,walk,
deptford,redriffe,77,475,1662,7,29,walk,
whitehall,woolwich,642,362,1662,7,30,boat,Captain Fletcher
woolwich,home_seething_lane,362,788,1662,7,30,boat,Sir W. Warren
home_seething_lane,navy_office,788,422,1662,7,31,walk,
navy_office,royal_exchange,422,789,1662,7,31,coach,Mr. Coventry
royal_exchange,ship_behind_exchange,789,499,1662,7,31,walk,
ship_behind_exchange,billingsgate,499,42,1662,7,31,walk,
billingsgate,woolwich,42,362,1662,7,31,boat,Mr. Coventry
woolwich,home_seething_lane,362,788,1662,7,31,boat,
home_seething_lane,captain_cockes_house,788,76,1662,8,2,boat,
gravesend,rochester,203,478,1662,8,2,horse,
rochester,hill_house_chatham,478,91,1662,8,2,boat,
hill_house_chatham,chatham_dock,91,74,1662,8,3,walk,Captain Cocke
chatham_dock,commissioner_petts_house,74,89,1662,8,3,walk,
commissioner_petts_house,hill_house_chatham,89,91,1662,8,3,walk,
hill_house_chatham,chatham_dock,91,74,1662,8,4,boat,Commissioner Pett
chatham_dock,upnor_castle,74,594,1662,8,4,boat,
upnor_castle,chatham_dock,594,74,1662,8,4,boat,
chatham_dock,hill_house_chatham,74,91,1662,8,4,walk,
hill_house_chatham,rochester,91,478,1662,8,4,coach,Captain Cocke
greenwich,home_seething_lane,212,788,1662,8,4,boat,
home_seething_lane,whitehall,788,642,1662,8,6,boat,
navy_office,home_seething_lane,422,788,1662,8,6,walk,
home_seething_lane,woolwich,788,362,1662,8,8,boat,
woolwich,greenwich,362,212,1662,8,8,walk,Mr. Coventry
greenwich,deptford,212,77,1662,8,8,boat,
deptford,redriffe,77,475,1662,8,8,walk,
trinity_house,whitehall,588,642,1662,8,9,coach,Mr. Coventry
whitehall,home_seething_lane,642,788,1662,8,9,boat,
home_seething_lane,st_dunstans,788,534,1662,8,10,walk,
st_dunstans,tom_pepys_shop,534,121,1662,8,10,walk,
home_seething_lane,navy_office,788,422,1662,8,11,walk,
navy_office,hermitage,422,728,1662,8,11,walk,Dean Fuller
dolphin_tavern,navy_office,149,422,1662,8,11,walk,
navy_office,home_seething_lane,422,788,1662,8,11,walk,
home_seething_lane,navy_office,788,422,1662,8,15,walk,
navy_office,royal_exchange,422,789,1662,8,15,walk,
pauls_churchyard,home_seething_lane,546,788,1662,8,15,walk,
home_seething_lane,tom_pepys_shop,788,121,1662,8,17,walk,
tom_pepys_shop,st_dunstans,121,534,1662,8,17,walk,
st_dunstans,mrs_turner_house,534,419,1662,8,17,walk,
mrs_turner_house,st_dunstans,419,534,1662,8,17,walk,
st_dunstans,home_seething_lane,534,788,1662,8,17,coach,
barking,home_seething_lane,21,788,1662,8,18,horse,
home_seething_lane,great_wardrobe,788,576,1662,8,20,walk,
great_wardrobe,westminster_hall,576,610,1662,8,20,walk,
westminster_hall,fleet_street,610,133,1662,8,20,walk,
fleet_street,home_seething_lane,133,788,1662,8,20,boat,
mr_rawlinsons_house,navy_office,396,422,1662,8,21,walk,
navy_office,home_seething_lane,422,788,1662,8,21,walk,
home_seething_lane,deptford,788,77,1662,8,22,boat,
deptford,home_seething_lane,77,788,1662,8,22,boat,
home_seething_lane,westminster_hall,788,610,1662,8,22,boat,
westminster_hall,great_wardrobe,610,576,1662,8,22,walk,
great_wardrobe,home_seething_lane,576,788,1662,8,22,boat,
whitehall,banqueting_house,642,20,1662,8,23,walk,
banqueting_house,great_wardrobe,20,576,1662,8,23,walk,
great_wardrobe,palace_yard,576,372,1662,8,23,walk,
palace_yard,old_swan,372,444,1662,8,23,boat,
parish_church,tom_pepys_shop,544,121,1662,8,24,walk,
tom_pepys_shop,great_wardrobe,121,576,1662,8,24,walk,
great_wardrobe,uncle_wight_house,576,592,1662,8,24,walk,
woolwich,deptford,362,77,1662,8,25,boat,
deptford,home_seething_lane,77,788,1662,8,25,boat,
home_seething_lane,sir_w_batten_house,788,514,1662,8,25,walk,
sir_w_batten_house,deptford,514,77,1662,8,26,boat,Sir W. Batten
deptford,custom_house,77,130,1662,8,26,boat,
sir_w_batten_house,navy_office,514,422,1662,8,28,walk,
navy_office,home_seething_lane,422,788,1662,8,28,walk,
navy_office,tower_hill_lodging,422,582,1662,8,30,walk,
tower_hill_lodging,parish_church,582,544,1662,8,31,walk,
parish_church,tom_pepys_shop,544,121,1662,8,31,walk,
tom_pepys_shop,mr_rawlinsons_house,121,396,1662,8,31,walk,
mr_rawlinsons_house,sir_w_pen_house,396,516,1662,8,31,walk,
sir_w_pen_house,tower_hill_lodging,516,582,1662,8,31,walk,
tower_hill_lodging,navy_office,582,422,1662,9,1,walk,
navy_office,st_james_palace,422,540,1662,9,1,coach,Sir W. Batten; Sir W. Pen
st_james_palace,my_lords_lodgings,540,650,1662,9,1,walk,
my_lords_lodgings,home_seething_lane,650,788,1662,9,1,boat,
home_seething_lane,navy_office,788,422,1662,9,1,walk,
navy_office,tower_hill_lodging,422,582,1662,9,1,walk,
tower_hill_lodging,navy_office,582,422,1662,9,2,walk,
navy_office,sir_w_batten_house,422,514,1662,9,2,walk,
sir_w_batten_house,navy_office,514,422,1662,9,2,walk,
navy_office,tower_hill_lodging,422,582,1662,9,2,walk,
tower_hill_lodging,navy_office,582,422,1662,9,3,walk,
navy_office,redriffe,422,475,1662,9,3,walk,
redriffe,deptford,475,77,1662,9,3,walk,
deptford,navy_office,77,422,1662,9,3,boat,
navy_office,tom_pepys_shop,422,121,1662,9,3,walk,
tom_pepys_shop,great_wardrobe,121,576,1662,9,3,walk,
great_wardrobe,my_lords_lodgings,576,650,1662,9,3,walk,
my_lords_lodgings,tower,650,583,1662,9,4,boat,
tower,navy_office,583,422,1662,9,4,walk,
navy_office,trinity_house,422,588,1662,9,4,walk,
trinity_house,navy_office,588,422,1662,9,4,walk,
navy_office,tower_hill_lodging,422,582,1662,9,4,walk,
tower_hill_lodging,woolwich,582,362,1662,9,5,boat,
woolwich,greenwich,362,212,1662,9,5,walk,
greenwich,deptford,212,77,1662,9,5,boat,
deptford,redriffe,77,475,1662,9,5,walk,
redriffe,mr_blands_house,475,365,1662,9,5,boat,
mr_blands_house,navy_office,365,422,1662,9,5,walk,
navy_office,tower_hill_lodging,422,582,1662,9,5,walk,
tower_hill_lodging,navy_office,582,422,1662,9,6,walk,
trinity_house,navy_office,588,422,1662,9,6,walk,
navy_office,tower_hill_lodging,422,582,1662,9,6,walk,
tower_hill_lodging,whitehall,582,642,1662,9,7,coach,Sir J. Minnes
whitehall,whitehall_chapel,642,619,1662,9,7,walk,
whitehall_chapel,mr_foxs_house,619,381,1662,9,7,walk,
mr_foxs_house,my_lords_lodgings,381,650,1662,9,7,walk,
my_lords_lodgings,somerset_house,650,523,1662,9,7,walk,Mr. Pierce
somerset_house,home_seething_lane,523,788,1662,9,7,walk,
home_seething_lane,tower_hill_lodging,788,582,1662,9,7,walk,
tower_hill_lodging,old_swan,582,444,1662,9,8,walk,
old_swan,whitehall,444,642,1662,9,8,boat,
st_james_palace,exchequer,540,169,1662,9,8,walk,
exchequer,sun_tavern,169,561,1662,9,8,walk,
sun_tavern,falcon_bankside,561,68,1662,9,8,boat,
falcon_bankside,royal_exchange,68,789,1662,9,8,walk,
royal_exchange,redriffe,789,475,1662,9,8,walk,
redriffe,deptford,475,77,1662,9,8,walk,
deptford,home_seething_lane,77,788,1662,9,8,boat,
home_seething_lane,tower_hill_lodging,788,582,1662,9,8,walk,
tower_hill_lodging,navy_office,582,422,1662,9,9,boat,
navy_office,deptford,422,77,1662,9,9,boat,
deptford,navy_office,77,422,1662,9,9,boat,
navy_office,tower_hill_lodging,422,582,1662,9,9,walk,
tower_hill_lodging,home_seething_lane,582,788,1662,9,10,walk,
home_seething_lane,great_wardrobe,788,576,1662,9,10,walk,
great_wardrobe,tom_pepys_shop,576,121,1662,9,10,walk,
tom_pepys_shop,royal_exchange,121,789,1662,9,10,walk,
royal_exchange,navy_office,789,422,1662,9,10,walk,
navy_office,tower_hill_lodging,422,582,1662,9,10,walk,
tower_hill_lodging,navy_office,582,422,1662,9,11,walk,
navy_office,sir_w_pen_house,422,516,1662,9,11,walk,
sir_w_pen_house,navy_office,516,422,1662,9,11,walk,
navy_office,tower_hill_lodging,422,582,1662,9,11,walk,
tower_hill_lodging,navy_office,582,422,1662,9,12,walk,
navy_office,home_seething_lane,422,788,1662,9,12,walk,
home_seething_lane,tower_hill_lodging,788,582,1662,9,12,walk,
tower_hill_lodging,navy_office,582,422,1662,9,13,walk,
navy_office,tower_hill_lodging,422,582,1662,9,13,walk,
tower_hill_lodging,whitehall,582,642,1662,9,14,coach,Sir J. Minnes
whitehall,whitehall_chapel,642,619,1662,9,14,walk,
whitehall_chapel,sir_g_carterets_house,619,503,1662,9,14,walk,
sir_g_carterets_house,parish_church,503,544,1662,9,14,walk,
parish_church,sir_w_batten_house,544,514,1662,9,14,walk,
sir_w_batten_house,navy_office,514,422,1662,9,14,walk,
navy_office,tower_hill_lodging,422,582,1662,9,14,walk,
tower_hill_lodging,whitehall,582,642,1662,9,15,boat,Sir W. Pen
whitehall,deptford,642,77,1662,9,15,walk,
deptford,home_seething_lane,77,788,1662,9,15,boat,
home_seething_lane,tower_hill_lodging,788,582,1662,9,15,walk,
tower_hill_lodging,navy_office,582,422,1662,9,16,walk,
royal_exchange,navy_office,789,422,1662,9,16,walk,
navy_office,tower_hill_lodging,422,582,1662,9,16,walk,
tower_hill_lodging,navy_office,582,422,1662,9,17,walk,
home_seething_lane,tower_hill_lodging,788,582,1662,9,17,walk,
tower_hill_lodging,navy_office,582,422,1662,9,18,walk,
navy_office,tower_hill_lodging,422,582,1662,9,18,walk,
tower_hill_lodging,navy_office,582,422,1662,9,19,walk,
navy_office,deptford,422,77,1662,9,19,boat,
deptford,redriffe,77,475,1662,9,19,walk,
redriffe,home_seething_lane,475,788,1662,9,19,boat,
home_seething_lane,tower_hill_lodging,788,582,1662,9,19,walk,
tower_hill_lodging,navy_office,582,422,1662,9,20,walk,
navy_office,home_seething_lane,422,788,1662,9,20,walk,
home_seething_lane,st_james_palace,788,540,1662,9,21,boat,
st_james_palace,st_james_park,540,541,1662,9,21,walk,
st_james_park,queens_chapel_whitehall,541,468,1662,9,21,walk,
queens_chapel_whitehall,whitehall_chapel,468,619,1662,9,21,walk,
whitehall_chapel,whitehall,619,642,1662,9,21,walk,
whitehall,tom_pepys_shop,642,121,1662,9,21,walk,
tom_pepys_shop,uncle_wight_house,121,592,1662,9,21,walk,
uncle_wight_house,home_seething_lane,592,788,1662,9,21,walk,
home_seething_lane,st_james_palace,788,540,1662,9,22,coach,Sir J. Minnes; Sir W. Batten; Sir W. Pen
st_james_palace,greatorexs,540,383,1662,9,22,walk,
greatorexs,lord_crews_house,383,337,1662,9,22,walk,
lord_crews_house,tom_pepys_shop,337,121,1662,9,22,walk,
tom_pepys_shop,blackfriars,121,46,1662,9,22,walk,
blackfriars,home_seething_lane,46,788,1662,9,22,walk,
navy_office,deptford,422,77,1662,9,23,boat,
deptford,home_seething_lane,77,788,1662,9,23,coach,Sir G. Carteret; Sir W. Batten
lord_crews_house,mr_wottons_shop,337,670,1662,9,24,walk,
mr_wottons_shop,tom_pepys_shop,670,121,1662,9,24,walk,
tom_pepys_shop,home_seething_lane,121,788,1662,9,24,walk,
home_seething_lane,navy_office,788,422,1662,9,25,walk,
navy_office,sir_w_batten_house,422,514,1662,9,25,walk,
sir_w_batten_house,home_seething_lane,514,788,1662,9,25,walk,
home_seething_lane,navy_office,788,422,1662,9,26,walk,
navy_office,home_seething_lane,422,788,1662,9,26,walk,
home_seething_lane,navy_office,788,422,1662,9,27,walk,
navy_office,home_seething_lane,422,788,1662,9,27,walk,
home_seething_lane,tom_pepys_shop,788,121,1662,9,27,walk,
tom_pepys_shop,home_seething_lane,121,788,1662,9,27,walk,Elizabeth Pepys
home_seething_lane,tom_pepys_shop,788,121,1662,9,28,walk,Elizabeth Pepys
tom_pepys_shop,french_church_savoy,121,187,1662,9,28,walk,
french_church_savoy,tom_pepys_shop,187,121,1662,9,28,walk,
tom_pepys_shop,home_seething_lane,121,788,1662,9,28,walk,Elizabeth Pepys
home_seething_lane,whitehall,788,642,1662,9,29,coach,
st_james_park,tom_pepys_shop,541,121,1662,9,29,walk,
tom_pepys_shop,home_seething_lane,121,788,1662,9,29,coach,Elizabeth Pepys
home_seething_lane,kings_theatre,788,295,1662,9,29,walk,Elizabeth Pepys; Mrs. Margaret Pen
kings_theatre,mrs_turner_house,295,419,1662,9,29,walk,Elizabeth Pepys
home_seething_lane,sir_w_pen_house,788,516,1662,9,30,walk,
sir_w_pen_house,dukes_theatre,516,160,1662,9,30,coach,Elizabeth Pepys
dukes_theatre,home_seething_lane,160,788,1662,9,30,coach,Elizabeth Pepys
home_seething_lane,tower_hill_lodging,788,582,1662,9,30,walk,
tower_hill_lodging,home_seething_lane,582,788,1662,10,1,walk,
home_seething_lane,deptford,788,77,1662,10,1,boat,
deptford,home_seething_lane,77,788,1662,10,1,boat,
home_seething_lane,whitehall,788,642,1662,10,2,coach,
whitehall,cockpit,642,104,1662,10,2,walk,
my_lords_lodgings,tom_pepys_shop,650,121,1662,10,3,walk,
tom_pepys_shop,pauls_churchyard,121,546,1662,10,3,walk,
parish_church,tom_pepys_shop,544,121,1662,10,5,walk,
tom_pepys_shop,home_seething_lane,121,788,1662,10,5,walk,
whitehall,woolwich,642,362,1662,10,6,boat,Mr. Coventry; Sir W. Pen
woolwich,deptford,362,77,1662,10,6,walk,
deptford,redriffe,77,475,1662,10,6,walk,
home_seething_lane,navy_office,788,422,1662,10,7,coach,Elizabeth Pepys
navy_office,home_seething_lane,422,788,1662,10,7,walk,
westminster_hall,new_exchange,610,129,1662,10,7,coach,Elizabeth Pepys
new_exchange,tom_pepys_shop,129,121,1662,10,7,walk,
tom_pepys_shop,home_seething_lane,121,788,1662,10,7,coach,Elizabeth Pepys
navy_office,home_seething_lane,422,788,1662,10,9,walk,
home_seething_lane,puckeridge,788,466,1662,10,9,horse,
puckeridge,cambridge,466,65,1662,10,10,horse,
cambridge,regent_house,65,749,1662,10,10,walk,
regent_house,trinity_hall,749,587,1662,10,10,walk,
hinchingbroke,huntingdon,238,270,1662,10,13,walk,
huntingdon,brampton,270,51,1662,10,13,walk,
brampton,portholme,51,680,1662,10,13,walk,
portholme,brampton,680,51,1662,10,13,walk,
hinchingbroke,cambridge,238,65,1662,10,14,horse,Tom Pepys
cambridge,ware,65,606,1662,10,15,horse,
home_seething_lane,treasury_office,788,640,1662,10,16,walk,
treasury_office,home_seething_lane,640,788,1662,10,16,walk,
westminster_hall,great_wardrobe,610,576,1662,10,17,walk,
great_wardrobe,deptford,576,77,1662,10,17,boat,Commissioner Pett
deptford,home_seething_lane,77,788,1662,10,17,boat,
home_seething_lane,navy_office,788,422,1662,10,18,walk,
navy_office,home_seething_lane,422,788,1662,10,18,walk,
home_seething_lane,tom_pepys_shop,788,121,1662,10,19,walk,
tom_pepys_shop,great_wardrobe,121,576,1662,10,19,walk,
whitehall,lillys_studio,642,134,1662,10,20,walk,Commissioner Pett
lillys_studio,tom_pepys_shop,134,121,1662,10,20,walk,
tom_pepys_shop,dukes_theatre,121,160,1662,10,20,coach,Elizabeth Pepys
dukes_theatre,home_seething_lane,160,788,1662,10,20,coach,Elizabeth Pepys
navy_office,home_seething_lane,422,788,1662,10,21,walk,
home_seething_lane,the_temple,788,102,1662,10,21,boat,
the_temple,home_seething_lane,102,788,1662,10,21,walk,
home_seething_lane,covent_garden,788,123,1662,10,22,coach,Elizabeth Pepys
covent_garden,my_lords_lodgings,123,650,1662,10,22,walk,
my_lords_lodgings,tom_pepys_shop,650,121,1662,10,22,walk,
tom_pepys_shop,great_wardrobe,121,576,1662,10,22,walk,
great_wardrobe,home_seething_lane,576,788,1662,10,22,coach,Elizabeth Pepys
navy_office,home_seething_lane,422,788,1662,10,23,walk,
home_seething_lane,deptford,788,77,1662,10,24,boat,
deptford,home_seething_lane,77,788,1662,10,24,walk,
home_seething_lane,sir_w_pen_house,788,516,1662,10,24,walk,
sir_w_pen_house,treasury_office,516,640,1662,10,24,walk,
treasury_office,home_seething_lane,640,788,1662,10,24,walk,
parish_church,uncle_wight_house,544,592,1662,10,26,walk,
royal_exchange,home_seething_lane,789,788,1662,10,27,coach,
home_seething_lane,sir_w_batten_house,788,514,1662,10,27,walk,
sir_w_batten_house,sir_w_pen_house,514,516,1662,10,27,walk,
sir_w_pen_house,home_seething_lane,516,788,1662,10,27,walk,
home_seething_lane,navy_office,788,422,1662,10,29,walk,
navy_office,sir_w_batten_house,422,514,1662,10,29,walk,
navy_office,minchen_lane,422,45,1662,10,30,walk,
minchen_lane,tower,45,583,1662,10,30,walk,
whitehall,home_seething_lane,642,788,1662,10,30,coach,
dolphin_tavern,home_seething_lane,149,788,1662,11,1,walk,
parish_church,sir_w_batten_house,544,514,1662,11,2,walk,
sir_w_batten_house,sir_w_pen_house,514,516,1662,11,2,walk,
sir_w_pen_house,home_seething_lane,516,788,1662,11,2,walk,
wilkinsons,st_pauls,656,545,1662,11,3,coach,Henry Moore
st_pauls,home_seething_lane,545,788,1662,11,3,walk,
navy_office,home_seething_lane,422,788,1662,11,4,walk,
home_seething_lane,sir_w_pen_house,788,516,1662,11,4,walk,
home_seething_lane,sir_w_pen_house,788,516,1662,11,5,walk,
sir_w_pen_house,home_seething_lane,516,788,1662,11,5,walk,
tower,whitehall,583,642,1662,11,7,coach,
whitehall,my_lords_lodgings,642,650,1662,11,7,walk,
my_lords_lodgings,tom_pepys_shop,650,121,1662,11,7,walk,
tom_pepys_shop,home_seething_lane,121,788,1662,11,7,walk,
home_seething_lane,tom_pepys_shop,788,121,1662,11,9,walk,
tom_pepys_shop,the_temple,121,102,1662,11,9,walk,
the_temple,st_gregorys,102,536,1662,11,9,walk,
st_gregorys,sir_w_batten_house,536,514,1662,11,9,walk,
whitehall,westminster_hall,642,610,1662,11,10,walk,
lord_crews_house,tom_pepys_shop,337,121,1662,11,10,walk,
tom_pepys_shop,charing_cross,121,85,1662,11,10,coach,Elizabeth Pepys
my_lords_lodgings,tom_pepys_shop,650,121,1662,11,10,walk,
tom_pepys_shop,home_seething_lane,121,788,1662,11,10,walk,Elizabeth Pepys
navy_office,home_seething_lane,422,788,1662,11,12,walk,
home_seething_lane,lincolns_inn_fields,788,319,1662,11,12,coach,
lincolns_inn_fields,the_temple,319,102,1662,11,12,walk,
the_temple,pauls_churchyard,102,546,1662,11,12,walk,
navy_office,home_seething_lane,422,788,1662,11,13,walk,
parish_church,tom_pepys_shop,544,121,1662,11,16,walk,
tom_pepys_shop,home_seething_lane,121,788,1662,11,16,walk,
westminster_hall,home_seething_lane,610,788,1662,11,17,walk,
home_seething_lane,cockpit,788,104,1662,11,17,boat,Elizabeth Pepys
sir_w_batten_house,home_seething_lane,514,788,1662,11,18,walk,
home_seething_lane,great_wardrobe,788,576,1662,11,18,walk,
great_wardrobe,the_temple,576,102,1662,11,18,walk,
the_temple,home_seething_lane,102,788,1662,11,18,walk,
navy_office,the_temple,422,102,1662,11,20,coach,Mr. Coventry
the_temple,mr_coventrys_lodgings,102,372,1662,11,20,walk,
mr_coventrys_lodgings,the_temple,372,102,1662,11,20,walk,
the_temple,home_seething_lane,102,788,1662,11,20,coach,
home_seething_lane,navy_office,788,422,1662,11,22,walk,
navy_office,home_seething_lane,422,788,1662,11,22,walk,
home_seething_lane,the_temple,788,102,1662,11,22,walk,
the_temple,great_wardrobe,102,576,1662,11,22,walk,
great_wardrobe,home_seething_lane,576,788,1662,11,22,walk,
parish_church,sir_w_pen_house,544,516,1662,11,23,walk,
sir_w_batten_house,home_seething_lane,514,788,1662,11,23,walk,
lord_crews_house,the_temple,337,102,1662,11,24,walk,
the_temple,home_seething_lane,102,788,1662,11,24,coach,
dolphin_tavern,the_temple,149,102,1662,11,25,coach,Mr. Coventry
the_temple,greatorexs,102,383,1662,11,25,walk,
my_lords_lodgings,the_temple,650,102,1662,11,25,walk,
the_temple,home_seething_lane,102,788,1662,11,25,walk,
home_seething_lane,the_temple,788,102,1662,11,26,walk,
the_temple,home_seething_lane,102,788,1662,11,26,walk,
navy_office,home_seething_lane,422,788,1662,11,27,walk,
home_seething_lane,cornhill,788,106,1662,11,27,walk,
cornhill,navy_office,106,422,1662,11,27,walk,
navy_office,the_temple,422,102,1662,11,27,coach,Mr. Coventry
the_temple,home_seething_lane,102,788,1662,11,27,walk,
mrs_turner_house,the_temple,419,102,1662,11,29,walk,
the_temple,my_lords_lodgings,102,650,1662,11,29,walk,
my_lords_lodgings,wilkinsons,650,656,1662,11,29,walk,
home_seething_lane,french_church_city,788,187,1662,11,30,walk,
french_church_city,sir_w_pen_house,187,516,1662,11,30,walk,
sir_w_pen_house,sir_w_batten_house,516,514,1662,11,30,walk,
sir_w_batten_house,home_seething_lane,514,788,1662,11,30,walk,
st_james_park,mr_coventrys_lodgings,541,372,1662,12,1,walk,
mr_coventrys_lodgings,whitehall,372,642,1662,12,1,walk,
whitehall,cockpit,642,104,1662,12,1,walk,
home_seething_lane,navy_office,788,422,1662,12,2,walk,
navy_office,home_seething_lane,422,788,1662,12,2,walk,
home_seething_lane,deptford,788,77,1662,12,3,boat,Commissioner Pett
deptford,globe_deptford,77,143,1662,12,3,walk,
limehouse,the_temple,317,102,1662,12,3,walk,Commissioner Pett
the_temple,home_seething_lane,102,788,1662,12,3,walk,
guildhall,grays_inn,222,204,1662,12,5,walk,
grays_inn,tom_pepys_shop,204,121,1662,12,5,walk,
tom_pepys_shop,temple_church,121,567,1662,12,5,walk,
temple_church,the_temple,567,102,1662,12,5,walk,
the_temple,home_seething_lane,102,788,1662,12,5,coach,
navy_office,home_seething_lane,422,788,1662,12,6,walk,
home_seething_lane,temple_bar,788,102,1662,12,8,coach,
temple_bar,whitehall,102,642,1662,12,8,walk,
home_seething_lane,navy_office,788,422,1662,12,10,coach,Sir J. Minnes
parish_church,whitehall,544,642,1662,12,14,walk,
whitehall,crown_tavern,642,129,1662,12,15,walk,John Creed; Henry Moore
navy_office,home_seething_lane,422,788,1662,12,16,walk,
home_seething_lane,whitehall,788,642,1662,12,16,coach,
my_lords_lodgings,tom_pepys_shop,650,121,1662,12,16,coach,
tom_pepys_shop,home_seething_lane,121,788,1662,12,16,walk,
navy_office,home_seething_lane,422,788,1662,12,19,walk,
navy_office,mr_coventrys_lodgings,422,372,1662,12,20,coach,Mr. Coventry
mr_coventrys_lodgings,whitehall,372,642,1662,12,20,walk,
parish_church,tom_pepys_shop,544,121,1662,12,21,walk,
tom_pepys_shop,whitehall,121,642,1662,12,21,walk,
my_lords_lodgings,mr_coventrys_lodgings,650,372,1662,12,22,walk,
mr_coventrys_lodgings,hyde_park,372,275,1662,12,22,horse,Mr. Coventry
lambeth,woolwich,309,362,1662,12,22,boat,Mr. Coventry
woolwich,whitehall,362,642,1662,12,22,boat,
sir_w_batten_house,pauls_churchyard,514,546,1662,12,24,walk,
pauls_churchyard,tom_pepys_shop,546,121,1662,12,24,walk,
tom_pepys_shop,lord_crews_house,121,337,1662,12,24,walk,
great_wardrobe,the_temple,576,102,1662,12,26,walk,
the_temple,great_wardrobe,102,576,1662,12,26,walk,
great_wardrobe,dukes_theatre,576,160,1662,12,26,walk,
dukes_theatre,home_seething_lane,160,788,1662,12,26,walk,
home_seething_lane,navy_office,788,422,1662,12,27,walk,
navy_office,royal_exchange,422,789,1662,12,27,walk,
royal_exchange,dukes_theatre,789,160,1662,12,27,walk,Elizabeth Pepys
dukes_theatre,home_seething_lane,160,788,1662,12,27,coach,Elizabeth Pepys
home_seething_lane,french_church_city,788,187,1662,12,28,walk,
french_church_city,uncle_wight_house,187,592,1662,12,28,walk,
home_seething_lane,westminster_hall,788,610,1662,12,29,walk,
westminster_hall,swan_westminster,610,562,1662,12,29,walk,
banqueting_house,harp_and_ball,20,230,1662,12,29,walk,
harp_and_ball,home_seething_lane,230,788,1662,12,29,coach,
royal_exchange,home_seething_lane,789,788,1662,12,30,walk,
whitehall,my_lords_lodgings,642,650,1662,12,30,walk,
