n1_source,n1_target,my_source,my_target,year,month,day,mode,companion
95,471,619,86,1663,February,8,walk,John Creed
9,23,422,789,1663,February,10,walk,
23,785,789,788,1663,February,10,walk,
785,176,788,544,1663,February,11,walk,
176,785,544,788,1663,February,11,walk,
785,244,788,59,1663,February,13,coach,Elizabeth Pepys
244,170,59,566,1663,February,13,walk,
170,785,566,788,1663,February,13,coach,Elizabeth Pepys
785,170,788,566,1663,February,14,coach,Uncle Thomas
170,785,566,788,1663,February,14,coach,Uncle Thomas
6,508,650,659,1663,February,16,walk,
508,13,659,610,1663,February,16,walk,
13,179,610,78,1663,February,16,walk,
179,318,78,566,1663,February,16,walk,John Creed
318,170,566,566,1663,February,16,walk,John Creed
170,155,566,576,1663,February,16,walk,John Creed
155,785,576,788,1663,February,16,walk,
27,9,516,422,1663,February,16,walk,
9,785,422,788,1663,February,16,walk,
785,170,788,566,1663,February,17,coach,
170,13,566,610,1663,February,17,walk,
13,508,610,659,1663,February,17,walk,
508,6,659,650,1663,February,17,walk,
31,178,145,143,1663,February,20,boat,
178,37,143,667,1663,February,20,boat,Commissioner Pett
37,509,667,701,1663,February,20,boat,Commissioner Pett
509,170,701,566,1663,February,20,boat,
170,785,566,788,1663,February,20,walk,
785,9,788,422,1663,February,20,walk,
9,785,422,788,1663,February,20,walk,
785,37,788,667,1663,February,20,boat,
785,478,788,200,1663,February,21,walk,Captain Taylor; Mr Bowry
63,785,519,788,1663,February,21,walk,
785,63,788,519,1663,February,22,walk,
63,27,519,516,1663,February,22,walk,
3,380,642,540,1663,February,23,walk,
380,6,540,650,1663,February,23,walk,
6,43,650,583,1663,February,23,boat,
43,785,583,788,1663,February,23,walk,
785,193,788,158,1663,February,23,coach,Elizabeth Pepys; John Creed
3,456,642,104,1663,February,23,walk,Elizabeth Pepys
456,785,104,788,1663,February,23,coach,Elizabeth Pepys
9,13,422,610,1663,February,24,boat,
13,508,610,659,1663,February,24,walk,
508,6,659,650,1663,February,24,walk,
785,170,788,566,1663,February,25,walk,
170,244,566,59,1663,February,25,walk,
43,785,583,788,1663,February,26,walk,
9,510,422,422,1663,February,27,walk,Commissioner Pett
510,9,422,422,1663,February,27,walk,
9,63,422,519,1663,February,27,walk,
63,9,519,422,1663,February,27,walk,
9,63,422,519,1663,February,28,walk,
63,170,519,566,1663,February,28,walk,Uncle Thomas
170,13,566,610,1663,February,28,boat,Roger Pepys
13,6,610,650,1663,February,28,walk,Roger Pepys
6,170,650,566,1663,February,28,walk,Roger Pepys
170,3,566,642,1663,February,28,walk,
785,95,788,619,1663,March,1,walk,
95,3,619,642,1663,March,1,walk,
785,170,788,566,1663,March,2,coach,
170,21,566,546,1663,March,2,walk,
21,785,546,788,1663,March,2,walk,
15,785,169,788,1663,March,3,walk,
785,6,788,650,1663,March,4,coach,
6,785,650,788,1663,March,4,coach,
9,23,422,789,1663,March,5,walk,
23,785,789,788,1663,March,5,walk,
9,176,422,544,1663,March,7,walk,Elizabeth Pepys
176,193,544,158,1663,March,7,walk,Elizabeth Pepys
193,785,158,788,1663,March,7,walk,Elizabeth Pepys
785,9,788,422,1663,March,8,walk,
9,785,422,788,1663,March,8,walk,
785,193,788,158,1663,March,8,walk,Elizabeth Pepys
193,785,158,788,1663,March,8,walk,Elizabeth Pepys
334,9,588,422,1663,March,11,walk,
9,314,422,372,1663,March,13,walk,
314,785,372,788,1663,March,13,walk,
785,244,788,59,1663,March,14,walk,
244,9,59,422,1663,March,14,walk,
9,244,422,59,1663,March,14,walk,
244,785,59,788,1663,March,14,walk,
785,59,788,367,1663,March,16,coach,Elizabeth Pepys; Mrs Ashwell
59,6,367,650,1663,March,16,coach,Mrs Ashwell
6,380,650,540,1663,March,16,walk,
380,3,540,642,1663,March,16,walk,
6,170,650,566,1663,March,16,coach,Elizabeth Pepys
170,785,566,788,1663,March,16,coach,Elizabeth Pepys
512,513,526,180,1663,March,17,walk,
513,512,180,526,1663,March,17,walk,
512,43,526,583,1663,March,17,boat,Sir William Batten
43,473,583,131,1663,March,17,coach,Sir William Batten
473,785,131,788,1663,March,17,walk,
785,244,788,59,1663,March,18,walk,
244,71,59,122,1663,March,18,walk,
71,398,122,670,1663,March,18,walk,
398,244,670,59,1663,March,18,walk,
244,176,59,544,1663,March,18,walk,
176,17,544,174,1663,March,18,walk,
17,785,174,788,1663,March,18,walk,
785,244,788,59,1663,March,19,coach,Elizabeth Pepys
244,785,59,788,1663,March,19,coach,
785,9,788,422,1663,March,20,walk,
9,785,422,788,1663,March,20,walk,
785,9,788,422,1663,March,22,walk,
9,785,422,788,1663,March,22,walk,
785,24,788,592,1663,March,22,walk,
24,785,592,788,1663,March,22,walk,
785,59,788,367,1663,March,23,coach,Elizabeth Pepys; Mrs Ashwell
59,6,367,650,1663,March,23,coach,Mrs Ashwell
6,3,650,642,1663,March,23,walk,
785,178,788,143,1663,March,24,boat,
178,37,143,667,1663,March,24,walk,
37,31,667,145,1663,March,24,walk,Captain Grove
31,30,145,475,1663,March,24,walk,
30,785,475,788,1663,March,24,boat,
785,95,788,619,1663,March,25,boat,
95,3,619,642,1663,March,25,walk,
3,107,642,541,1663,March,25,walk,
107,785,541,788,1663,March,25,walk,
15,19,169,234,1663,March,27,walk,John Creed
19,21,234,546,1663,March,27,walk,
21,785,546,788,1663,March,27,walk,
9,233,422,591,1663,March,28,walk,
233,17,591,174,1663,March,28,walk,
785,9,788,422,1663,March,30,walk,
9,3,422,642,1663,March,30,coach,Sir William Penn
3,785,642,788,1663,March,30,coach,
9,63,422,519,1663,March,31,walk,
63,785,519,788,1663,March,31,walk,
244,170,59,566,1663,April,1,walk,
170,244,566,59,1663,April,1,walk,
244,522,59,705,1663,April,1,walk,
522,785,705,788,1663,April,1,walk,
785,9,788,422,1663,April,1,walk,
9,63,422,519,1663,April,1,walk,
63,785,519,788,1663,April,1,walk,
785,113,788,265,1663,April,3,walk,
113,3,265,642,1663,April,3,boat,
3,95,642,619,1663,April,3,walk,
95,3,619,642,1663,April,3,walk,
3,785,642,788,1663,April,3,walk,
3,6,642,650,1663,April,3,walk,
785,348,788,74,1663,April,4,coach,Aunt Wight; Uncle Wight; Betty Turner; Roger Pepys
348,785,74,788,1663,April,4,coach,
9,77,422,503,1663,April,6,walk,
77,785,503,788,1663,April,6,walk,
785,170,788,566,1663,April,8,walk,Commissioner Pett
170,3,566,642,1663,April,8,boat,Commissioner Pett
3,95,642,619,1663,April,8,walk,
95,3,619,642,1663,April,8,walk,
785,31,788,145,1663,April,8,boat,John Pepys; Elizabeth Pepys; Mrs Ashwell
31,785,145,788,1663,April,8,boat,
37,178,667,143,1663,April,8,walk,John Pepys
178,353,143,76,1663,April,8,walk,
353,37,76,667,1663,April,8,walk,
9,23,422,789,1663,April,10,walk,
3,107,642,541,1663,April,10,walk,
107,6,541,650,1663,April,10,walk,Elizabeth Pepys
785,24,788,592,1663,April,11,walk,John Pepys
24,785,592,788,1663,April,11,walk,
176,785,544,788,1663,April,12,walk,
785,6,788,650,1663,April,12,walk,Elizabeth Pepys
6,3,650,642,1663,April,12,walk,John Creed
3,6,642,650,1663,April,12,walk,
6,156,650,204,1663,April,12,coach,Elizabeth Pepys; John Creed
156,785,204,788,1663,April,12,coach,
785,94,788,555,1663,April,13,walk,Sir William Batten
3,380,642,540,1663,April,13,walk,
380,3,540,642,1663,April,13,walk,
484,155,102,576,1663,April,13,walk,
188,178,380,143,1663,April,14,walk,
178,31,143,145,1663,April,14,boat,
31,102,145,226,1663,April,14,walk,
102,785,226,788,1663,April,14,boat,
785,413,788,605,1663,April,15,boat,Mr Maynes
176,24,544,592,1663,April,19,walk,John Pepys
24,785,592,788,1663,April,19,walk,
9,526,422,422,1663,April,20,walk,
3,311,642,343,1663,April,20,coach,Sir George Carteret; Sir John Minnes
785,9,788,422,1663,April,22,walk,
9,23,422,789,1663,April,22,walk,
785,9,788,422,1663,April,22,walk,
9,785,422,788,1663,April,22,walk,
9,63,422,519,1663,April,23,walk,
63,9,519,422,1663,April,23,walk,
785,23,788,789,1663,April,24,walk,Captain Holland
785,102,788,226,1663,April,24,walk,Elizabeth Pepys; Mrs Ashwell
102,785,226,788,1663,April,24,walk,Elizabeth Pepys; Mrs Ashwell
785,23,788,789,1663,April,25,walk,
6,170,650,566,1663,April,25,boat,
170,785,566,788,1663,April,25,walk,
785,102,788,226,1663,April,26,boat,Elizabeth Pepys; Mrs Ashwell
102,785,226,788,1663,April,26,walk,Elizabeth Pepys; Mrs Ashwell
6,528,650,642,1663,April,27,walk,John Creed
528,13,642,610,1663,April,27,walk,John Creed
529,530,737,650,1663,April,29,coach,John Pepys
530,21,650,546,1663,April,29,coach,John Pepys
21,785,546,788,1663,April,29,coach,John Pepys
785,63,788,519,1663,April,30,walk,
63,785,519,788,1663,April,30,walk,
785,531,788,44,1663,May,1,horse,John Pepys; Thomas Pepys; Will Stankes
531,348,44,74,1663,May,1,horse,
348,785,74,788,1663,May,1,horse,
785,341,788,605,1663,May,4,boat,
341,785,605,788,1663,May,4,boat,
785,179,788,78,1663,May,4,coach,Elizabeth Pepys
179,380,78,540,1663,May,4,walk,
3,130,642,347,1663,May,4,walk,Elizabeth Pepys
130,23,347,789,1663,May,4,walk,Elizabeth Pepys; John Creed
23,532,789,193,1663,May,4,boat,Elizabeth Pepys
532,71,193,122,1663,May,4,walk,Elizabeth Pepys
71,244,122,59,1663,May,4,walk,Elizabeth Pepys
244,785,59,788,1663,May,4,coach,Elizabeth Pepys
9,23,422,789,1663,May,6,walk,John Creed
23,21,789,546,1663,May,6,walk,
21,334,546,588,1663,May,6,walk,
334,9,588,422,1663,May,6,walk,
228,244,152,59,1663,May,7,walk,
244,13,59,610,1663,May,7,walk,
13,179,610,78,1663,May,7,coach,
179,244,78,59,1663,May,7,coach,Elizabeth Pepys
244,785,59,788,1663,May,7,coach,Elizabeth Pepys
785,341,788,605,1663,May,7,boat,Elizabeth Pepys
341,785,605,788,1663,May,7,boat,Elizabeth Pepys
785,410,788,523,1663,May,8,boat,
410,533,523,153,1663,May,8,walk,
533,179,153,78,1663,May,8,walk,
179,170,78,566,1663,May,8,walk,
170,244,566,59,1663,May,8,walk,
244,533,59,153,1663,May,8,coach,Elizabeth Pepys; Mrs Ashwell
533,785,153,788,1663,May,8,boat,Elizabeth Pepys; Mrs Ashwell
9,785,422,788,1663,May,8,walk,
785,244,788,59,1663,May,9,walk,
244,534,59,287,1663,May,9,walk,
534,785,287,788,1663,May,9,boat,
380,471,540,86,1663,May,10,walk,John Creed
471,107,86,541,1663,May,10,walk,John Creed
37,178,667,143,1663,May,11,walk,
178,785,143,788,1663,May,11,boat,
785,538,788,99,1663,May,11,coach,Sir William Penn; Margaret Penn
538,380,99,540,1663,May,11,coach,Sir William Penn
380,66,540,374,1663,May,11,boat,
66,451,374,548,1663,May,11,walk,Mr Crumlum
451,537,548,121,1663,May,11,walk,
537,785,121,788,1663,May,11,walk,
170,241,566,27,1663,May,14,walk,Thomas Moore
241,785,27,788,1663,May,14,walk,
13,179,610,78,1663,May,15,coach,
179,380,78,540,1663,May,15,coach,
3,107,642,541,1663,May,18,walk,John Creed
9,43,422,583,1663,May,19,walk,Sir John Minnes
43,9,583,422,1663,May,19,walk,
9,102,422,226,1663,May,19,boat,Elizabeth Pepys; Mrs Ashwell; Pembleton
102,443,226,130,1663,May,19,boat,
443,785,130,788,1663,May,19,walk,
334,785,588,788,1663,May,20,walk,
785,178,788,143,1663,May,20,boat,Elizabeth Pepys; Mrs Ashwell; Mr Howe
178,536,143,667,1663,May,20,walk,
785,178,788,143,1663,May,22,boat,John Creed
178,37,143,667,1663,May,22,walk,John Creed
37,178,667,143,1663,May,22,walk,John Creed
178,31,143,145,1663,May,22,boat,John Creed
31,102,145,226,1663,May,22,walk,John Creed
102,3,226,642,1663,May,22,boat,
785,170,788,566,1663,May,23,boat,
170,407,566,361,1663,May,23,walk,
407,3,361,642,1663,May,23,coach,Sir John Minnes; Sir William Penn
3,407,642,361,1663,May,23,boat,
407,785,361,788,1663,May,23,boat,
176,785,544,788,1663,May,24,walk,
785,27,788,516,1663,May,24,walk,Sir John Minnes
785,380,788,540,1663,May,25,coach,Elizabeth Pepys; Mrs Ashwell
380,499,540,336,1663,May,25,coach,Elizabeth Pepys; Mrs Ashwell
499,6,336,650,1663,May,25,walk,
6,785,650,788,1663,May,25,coach,Elizabeth Pepys
785,170,788,566,1663,May,27,boat,Commissioner Pett
170,380,566,540,1663,May,27,walk,Commissioner Pett
380,1005,540,131,1663,May,27,walk,Commissioner Pett
1005,13,131,610,1663,May,27,walk,
13,516,610,93,1663,May,27,boat,
516,530,93,650,1663,May,27,walk,
530,785,650,788,1663,May,27,boat,
785,9,788,422,1663,May,27,walk,
9,785,422,788,1663,May,27,walk,
785,228,788,152,1663,May,28,walk,
228,23,152,789,1663,May,28,walk,
785,16,788,577,1663,May,28,boat,John Creed; Elizabeth Pepys
16,193,577,158,1663,May,28,boat,John Creed; Elizabeth Pepys
193,170,158,566,1663,May,28,walk,John Creed
170,785,566,788,1663,May,28,walk,John Creed; Elizabeth Pepys
785,102,788,226,1663,May,28,boat,John Creed; Elizabeth Pepys
102,443,226,130,1663,May,28,boat,Elizabeth Pepys; John Creed
443,785,130,788,1663,May,28,walk,
785,176,788,544,1663,May,29,walk,
176,785,544,788,1663,May,29,walk,
785,16,788,577,1663,May,29,boat,John Creed
16,193,577,158,1663,May,29,boat,John Creed
244,139,59,293,1663,May,29,walk,
139,244,293,59,1663,May,29,walk,
244,785,59,788,1663,May,29,walk,
785,9,788,422,1663,May,29,walk,
9,785,422,788,1663,May,29,walk,
785,241,788,27,1663,May,30,boat,John Creed
244,785,59,788,1663,May,30,walk,
785,176,788,544,1663,May,31,walk,
176,785,544,788,1663,May,31,walk,
785,244,788,59,1663,June,1,walk,
244,380,59,540,1663,June,1,walk,
193,542,158,89,1663,June,1,walk,
542,785,89,788,1663,June,1,walk,
63,9,519,422,1663,June,2,walk,
9,27,422,516,1663,June,2,walk,
27,785,516,788,1663,June,2,walk,
785,9,788,422,1663,June,2,walk,
9,785,422,788,1663,June,2,walk,
9,519,422,561,1663,June,3,walk,
519,23,561,789,1663,June,3,walk,
13,59,610,367,1663,June,4,walk,Elizabeth Pepys; Mrs Ashwell
59,13,367,610,1663,June,4,walk,
785,59,788,367,1663,June,5,coach,Elizabeth Pepys
59,244,367,59,1663,June,5,walk,
244,21,59,546,1663,June,5,walk,
21,31,546,145,1663,June,5,boat,
31,102,145,226,1663,June,5,walk,
102,3,226,642,1663,June,5,boat,
6,179,650,78,1663,June,5,walk,Elizabeth Pepys
179,71,78,122,1663,June,5,walk,Elizabeth Pepys
71,785,122,788,1663,June,5,coach,Elizabeth Pepys
785,170,788,566,1663,June,6,boat,
785,176,788,544,1663,June,7,walk,
176,785,544,788,1663,June,7,walk,
785,63,788,519,1663,June,7,walk,
63,27,519,516,1663,June,7,walk,
27,785,516,788,1663,June,7,walk,
785,16,788,577,1663,June,10,boat,John Creed
16,547,577,224,1663,June,10,walk,John Creed
785,27,788,516,1663,June,10,walk,
27,785,516,788,1663,June,10,walk,
785,9,788,422,1663,June,12,walk,
9,23,422,789,1663,June,12,walk,
785,16,788,577,1663,June,12,boat,Elizabeth Pepys
23,9,789,422,1663,June,12,walk,
9,27,422,516,1663,June,12,walk,
27,785,516,788,1663,June,12,walk,
785,94,788,555,1663,June,13,walk,
94,3,555,642,1663,June,13,boat,
77,284,503,148,1663,June,13,walk,Mr Cutler
284,9,148,422,1663,June,13,walk,
9,13,422,610,1663,June,13,walk,Mr Wayth
13,285,610,561,1663,June,13,walk,Mr Wayth
285,532,561,193,1663,June,13,boat,Mr Wayth
532,23,193,789,1663,June,13,walk,
23,785,789,788,1663,June,13,walk,
785,16,788,577,1663,June,13,boat,
16,26,577,388,1663,June,13,walk,Elizabeth Pepys
26,785,388,788,1663,June,13,coach,Elizabeth Pepys
785,176,788,544,1663,June,14,walk,
176,785,544,788,1663,June,14,walk,
785,27,788,516,1663,June,14,walk,
27,785,516,788,1663,June,14,walk,
785,94,788,555,1663,June,15,walk,
94,785,555,788,1663,June,15,walk,
785,550,788,77,1663,June,15,boat,
550,551,77,787,1663,June,15,walk,
551,334,787,588,1663,June,15,barge,Sir William Batten; Lord Sandwich
334,70,588,46,1663,June,15,barge,Lord Sandwich
70,785,46,788,1663,June,15,walk,
9,63,422,519,1663,June,16,walk,
3,785,642,788,1663,June,17,boat,
785,63,788,519,1663,June,18,walk,
63,785,519,788,1663,June,18,walk,
9,23,422,789,1663,June,19,walk,
23,785,789,788,1663,June,19,walk,
785,101,788,74,1663,June,19,boat,John Creed; Thomas Moore
101,3,74,642,1663,June,19,boat,
3,4,642,465,1663,June,19,walk,
4,107,465,541,1663,June,19,walk,
107,554,541,659,1663,June,19,walk,
554,83,659,476,1663,June,19,walk,
3,380,642,540,1663,June,21,walk,Mr Coventry
380,3,540,642,1663,June,21,coach,Mr Coventry
176,449,544,505,1663,June,21,walk,Sir John Minnes
449,27,505,516,1663,June,21,walk,
27,9,516,422,1663,June,21,walk,
785,13,788,610,1663,June,22,coach,Sir William Batten
107,380,541,540,1663,June,22,walk,John Creed
380,107,540,541,1663,June,22,walk,John Creed
785,63,788,519,1663,June,22,walk,
63,556,519,422,1663,June,22,coach,young Mr Batten
170,785,566,788,1663,June,23,boat,
785,23,788,789,1663,June,23,walk,
23,785,789,788,1663,June,23,walk,
6,471,650,86,1663,June,24,walk,John Creed
471,557,86,86,1663,June,24,walk,John Creed
557,107,86,541,1663,June,24,walk,John Creed
107,785,541,788,1663,June,24,boat,
785,178,788,143,1663,June,24,boat,John Creed
178,558,143,212,1663,June,24,walk,John Creed
558,785,212,788,1663,June,24,boat,John Creed
785,1295,788,483,1663,June,25,horse,
1295,785,483,788,1663,June,25,horse,
559,13,610,610,1663,June,26,boat,Thomas Moore
13,785,610,788,1663,June,26,boat,
785,413,788,605,1663,June,27,boat,Sir William Warren
413,9,605,422,1663,June,27,boat,
785,170,788,566,1663,June,27,boat,
170,380,566,540,1663,June,29,boat,
380,107,540,541,1663,June,29,walk,John Creed
3,170,642,566,1663,June,29,boat,Roger Pepys
170,156,566,204,1663,June,29,walk,Roger Pepys; Mr Goldsborough
156,170,204,566,1663,June,29,walk,
170,785,566,788,1663,June,29,boat,
785,63,788,519,1663,June,29,walk,
63,785,519,788,1663,June,29,walk,
785,562,788,77,1663,June,30,boat,
562,31,77,145,1663,June,30,walk,John Creed
31,785,145,788,1663,June,30,boat,John Creed
13,334,610,588,1663,July,1,boat,Sir William Batten
785,170,788,566,1663,July,1,boat,
170,244,566,59,1663,July,1,walk,
244,785,59,788,1663,July,1,walk,
785,9,788,422,1663,July,2,walk,
9,23,422,789,1663,July,2,walk,
785,9,788,422,1663,July,2,walk,
9,785,422,788,1663,July,2,walk,
785,380,788,540,1663,July,3,coach,Sir John Minnes; Sir William Batten
13,101,610,74,1663,July,3,boat,John Creed
101,563,74,526,1663,July,3,walk,John Creed
563,23,526,789,1663,July,3,boat,
785,9,788,422,1663,July,3,walk,
9,27,422,516,1663,July,3,boat,
27,785,516,788,1663,July,3,walk,
380,471,540,86,1663,July,4,walk,John Creed
471,348,86,74,1663,July,4,coach,John Creed; Mr Cutler
348,380,74,540,1663,July,4,walk,
380,101,540,74,1663,July,4,boat,
101,785,74,788,1663,July,4,walk,
565,566,601,601,1663,July,5,horse,Sir John Minnes
785,37,788,667,1663,July,7,barge,Sir John Minnes
37,178,667,143,1663,July,7,walk,Mr Deane
178,31,143,145,1663,July,7,boat,
9,63,422,519,1663,July,8,walk,
63,785,519,788,1663,July,8,walk,
785,70,788,46,1663,July,9,boat,
301,318,521,566,1663,July,9,walk,
318,785,566,788,1663,July,9,walk,
785,31,788,145,1663,July,9,boat,
31,27,145,516,1663,July,9,walk,
1062,225,203,500,1663,July,10,horse,
119,1061,237,90,1663,July,11,walk,
1061,119,90,237,1663,July,11,coach,Commissioner Pett
119,1061,237,90,1663,July,11,coach,
570,119,74,237,1663,July,11,barge,
119,1573,237,90,1663,July,12,walk,Sir John Minnes
1573,119,90,237,1663,July,12,walk,
119,1573,237,90,1663,July,12,walk,
1573,1061,90,90,1663,July,12,walk,
1061,119,90,237,1663,July,12,walk,
119,1061,237,90,1663,July,13,walk,
1061,119,90,237,1663,July,13,walk,
119,424,237,478,1663,July,13,barge,
424,785,478,788,1663,July,13,coach,Sir John Minnes; Mrs Allen
3,785,642,788,1663,July,13,boat,
785,63,788,519,1663,July,13,walk,
63,785,519,788,1663,July,13,walk,
9,23,422,789,1663,July,14,walk,Mr Hunt
785,94,788,555,1663,July,16,walk,Anthony Joyce; Mr Stacy
785,341,788,605,1663,July,16,boat,
341,129,605,604,1663,July,16,boat,
9,63,422,519,1663,July,16,walk,
63,785,519,788,1663,July,16,walk,
785,102,788,226,1663,July,17,boat,
102,27,226,516,1663,July,17,walk,
27,579,516,141,1663,July,17,walk,Mr Bagwell
579,102,141,226,1663,July,17,walk,Mr Bagwell
102,785,226,788,1663,July,17,boat,
785,21,788,546,1663,July,18,walk,
21,577,546,280,1663,July,18,walk,
577,170,280,566,1663,July,18,walk,
13,574,610,372,1663,July,18,walk,Mrs Lane
574,170,372,566,1663,July,18,boat,
170,785,566,788,1663,July,18,walk,
785,37,788,667,1663,July,20,walk,
37,575,667,76,1663,July,20,walk,Captain Cocke
575,9,76,422,1663,July,20,boat,
9,3,422,642,1663,July,20,boat,
380,178,540,143,1663,July,20,boat,
178,785,143,788,1663,July,20,boat,
785,576,788,526,1663,July,21,boat,Sir William Batten; Sir John Minnes; Lady Batten
576,9,526,422,1663,July,21,boat,Sir William Batten; Sir John Minnes
9,170,422,566,1663,July,21,boat,
244,179,59,78,1663,July,22,walk,
179,398,78,670,1663,July,22,walk,
398,21,670,546,1663,July,22,walk,
21,785,546,788,1663,July,22,walk,
785,408,788,471,1663,July,22,boat,
408,31,471,145,1663,July,22,boat,
31,27,145,516,1663,July,22,walk,
785,37,788,667,1663,July,23,boat,
37,500,667,362,1663,July,23,walk,
500,785,362,788,1663,July,23,boat,
785,170,788,566,1663,July,24,boat,Roger Pepys
170,13,566,610,1663,July,24,walk,
13,301,610,521,1663,July,24,walk,
785,446,788,365,1663,July,24,walk,
446,785,365,788,1663,July,24,walk,
3,344,642,499,1663,July,25,boat,
344,1057,499,719,1663,July,25,coach,John Creed
1057,581,719,164,1663,July,25,horse,John Creed
581,785,164,788,1663,July,25,coach,
785,1258,788,26,1663,July,26,horse,John Creed
1258,583,26,164,1663,July,26,walk,John Creed
583,584,164,21,1663,July,26,walk,John Creed
584,581,21,164,1663,July,26,horse,John Creed
585,586,168,435,1663,July,26,horse,John Creed
585,785,168,788,1663,July,27,horse,John Creed
785,1258,788,26,1663,July,27,horse,John Creed
1258,585,26,168,1663,July,27,horse,John Creed
585,1258,168,26,1663,July,27,horse,John Creed
785,413,788,605,1663,July,29,boat,
413,785,605,788,1663,July,29,boat,
785,63,788,519,1663,July,29,walk,
63,27,519,516,1663,July,29,walk,
31,589,145,77,1663,July,30,walk,Sir George Carteret
589,31,77,145,1663,July,30,walk,
785,155,788,576,1663,July,31,walk,Thomas Moore
1061,122,90,112,1663,August,1,walk,
122,119,112,237,1663,August,1,walk,
119,1061,237,90,1663,August,2,walk,
1061,1574,90,499,1663,August,2,boat,Mr Coventry; Commissioner Pett
1574,119,499,237,1663,August,2,walk,
119,1573,237,90,1663,August,2,walk,
1573,1061,90,90,1663,August,2,walk,
1061,570,90,74,1663,August,2,boat,
570,119,74,237,1663,August,2,walk,
119,1061,237,90,1663,August,3,walk,
1061,122,90,112,1663,August,3,walk,
122,1062,112,203,1663,August,3,horse,Mr Coventry
1062,785,203,788,1663,August,3,horse,Mr Coventry
1062,9,203,422,1663,August,4,boat,Mr Coventry
590,13,605,610,1663,August,4,boat,
13,534,610,287,1663,August,4,walk,
534,591,287,360,1663,August,4,boat,Mr Jervas
591,13,360,610,1663,August,4,boat,Mr Jervas
13,113,610,265,1663,August,4,boat,
113,785,265,788,1663,August,4,walk,
785,1062,788,203,1663,August,4,boat,
13,592,610,757,1663,August,5,walk,Mrs Lane
592,593,757,309,1663,August,5,boat,Mrs Lane
593,594,309,213,1663,August,5,walk,Mrs Lane
594,785,213,788,1663,August,5,coach,
9,23,422,789,1663,August,6,walk,Sir William Warren
785,518,788,361,1663,August,7,walk,
518,785,361,788,1663,August,7,walk,
37,178,667,143,1663,August,8,walk,John Pepys
178,129,143,604,1663,August,8,boat,
176,785,544,788,1663,August,9,walk,
785,63,788,519,1663,August,9,walk,
63,597,519,422,1663,August,9,walk,Lady Batten
597,598,422,74,1663,August,9,walk,
598,785,74,788,1663,August,9,walk,
785,24,788,592,1663,August,9,walk,
380,1182,540,305,1663,August,10,coach,Lord Sandwich; Lord Peterborough
1182,407,305,361,1663,August,10,walk,
407,785,361,788,1663,August,10,walk,
9,23,422,789,1663,August,11,walk,
785,498,788,395,1663,August,11,coach,Betty Turner; Mrs Morrice
13,600,610,659,1663,August,11,walk,Mrs Morrice
600,13,659,610,1663,August,11,walk,
13,178,610,143,1663,August,11,boat,Betty Turner; Mrs Morrice
178,601,143,474,1663,August,11,boat,Betty Turner; Mrs Morrice
601,71,474,122,1663,August,11,coach,Betty Turner; Mrs Morrice
3,244,642,59,1663,August,12,boat,
244,602,59,4,1663,August,12,walk,
602,785,4,788,1663,August,12,walk,
6,26,650,388,1663,August,13,walk,Elizabeth Pepys
26,107,388,541,1663,August,13,walk,
107,26,541,388,1663,August,13,walk,Elizabeth Pepys
26,71,388,122,1663,August,13,boat,Elizabeth Pepys
785,9,788,422,1663,August,14,walk,
9,785,422,788,1663,August,14,walk,
785,244,788,59,1663,August,14,walk,
244,785,59,788,1663,August,14,walk,
785,577,788,280,1663,August,15,walk,
577,31,280,145,1663,August,15,boat,Mr Palmer
31,785,145,788,1663,August,15,boat,
785,176,788,544,1663,August,16,walk,Elizabeth Pepys
176,785,544,788,1663,August,16,walk,
785,176,788,544,1663,August,16,walk,
176,449,544,505,1663,August,16,walk,
449,785,505,788,1663,August,16,walk,
785,27,788,516,1663,August,16,walk,Elizabeth Pepys
27,24,516,592,1663,August,16,walk,
24,785,592,788,1663,August,16,walk,
785,602,788,4,1663,August,17,walk,
602,244,4,59,1663,August,17,walk,
785,3,788,642,1663,August,19,walk,
3,244,642,59,1663,August,21,walk,
244,785,59,788,1663,August,21,walk,
31,514,145,77,1663,August,21,walk,Sir William Batten
514,178,77,143,1663,August,21,boat,Sir William Batten
178,603,143,216,1663,August,21,walk,
603,785,216,788,1663,August,21,boat,
785,37,788,667,1663,August,22,boat,Sir William Batten; Sir John Minnes
37,178,667,143,1663,August,22,walk,Mr Castle
178,31,143,145,1663,August,22,boat,
31,785,145,788,1663,August,22,boat,
785,155,788,576,1663,August,24,walk,Thomas Moore
155,785,576,788,1663,August,24,walk,
785,6,788,650,1663,August,24,walk,
9,604,422,317,1663,August,25,boat,
604,9,317,422,1663,August,25,boat,
9,23,422,789,1663,August,25,walk,Sir William Warren
9,341,422,605,1663,August,27,boat,Sir William Batten
341,9,605,422,1663,August,27,boat,
785,3,788,642,1663,August,29,boat,Elizabeth Pepys
3,6,642,650,1663,August,29,walk,Elizabeth Pepys
6,3,650,642,1663,August,29,walk,
3,534,642,287,1663,August,29,walk,
534,6,287,650,1663,August,29,walk,Elizabeth Pepys
478,785,200,788,1663,August,29,walk,Elizabeth Pepys
785,3,788,642,1663,September,2,coach,Sir John Minnes
785,63,788,519,1663,September,3,walk,
63,178,519,143,1663,September,3,boat,Lady Batten
178,31,143,145,1663,September,3,walk,
31,102,145,226,1663,September,3,walk,
102,785,226,788,1663,September,3,walk,
498,240,395,27,1663,September,4,coach,John Creed
